x,y,derivada
133.0,379.03748788058965,1.2427937173242753
134.34343434343435,380.65825878005023,1.1703306887511644
135.68686868686868,382.18267756854937,1.0993522306534942
137.03030303030303,383.61273867177704,1.0298583453050014
138.37373737373738,384.95043651542346,0.9618490321372519
139.7171717171717,386.1977655251776,0.8953242911502457
141.06060606060606,387.35672012673035,0.8302841240492853
142.40404040404042,388.429294745771,0.7667285279921998
143.74747474747474,389.4174838079899,0.704657505252726
145.0909090909091,390.3232817390765,0.6440710546939954
146.43434343434345,391.1486829647208,0.5849691774528765
147.77777777777777,391.89568191061255,0.5273518706871982
149.12121212121212,392.5662730024419,0.47121913723913167
150.46464646464648,393.16245066589875,0.41657097710867674
151.8080808080808,393.6862093266727,0.3634073897273993
153.15151515151516,394.1395434104537,0.3117283745268651
154.49494949494948,394.5244473429317,0.26153393093863997
155.83838383838383,394.8429155497969,0.2128240606680265
157.1818181818182,395.0969424567388,0.1655987625781563
158.52525252525254,395.28852248944713,0.11985803837433195
159.86868686868686,395.4196500736118,0.0756018846459483
161.21212121212122,395.4923196349232,0.0328303042351763
162.55555555555554,395.50852559907094,-0.008456703994852433
163.8989898989899,395.47026239174477,-0.04825913833883533
165.24242424242425,395.3795244386347,-0.08657700107050914
166.5858585858586,395.23830616543034,-0.12341029162143968
167.92929292929293,395.0486019978222,-0.15875900999162695
169.27272727272728,394.81240636149937,-0.19262315561263676
170.6161616161616,394.53171368215226,-0.22500272848446912
171.95959595959596,394.2085183854706,-0.25589772747025563
173.3030303030303,393.84481489714415,-0.28530815541216725
174.64646464646464,393.44259764286335,-0.3132340111733356
175.989898989899,393.0038610483175,-0.3396752924800239
177.33333333333334,392.5305995391964,-0.3646320050165741
178.67676767676767,392.0248075411904,-0.38810414309864427
180.02020202020202,391.4884794799889,-0.41009170899997116
181.36363636363637,390.92360978128215,-0.4305947021521206
182.7070707070707,390.3321928707601,-0.44961312084979
184.05050505050505,389.716223174112,-0.46714696679828194
185.39393939393938,389.0776951170285,-0.48319624454506993
186.73737373737373,388.4186031251993,-0.4977609472689437
188.08080808080808,387.740941624314,-0.5108410761067717
189.42424242424244,387.0467050400624,-0.5224366344691589
190.76767676767676,386.3378877981347,-0.5325476200823687
192.11111111111111,385.61648432422066,-0.5411740352201377
193.45454545454544,384.88448904401025,-0.5483158719243875
194.7979797979798,384.14389638319324,-0.553973139858499
196.14141414141415,383.39670076745915,-0.5581458339065648
197.4848484848485,382.6448966224988,-0.5608339603213608
198.82828282828282,381.8904783740019,-0.5620375105763742
200.17171717171718,381.1354404476573,-0.5617564852400392
201.5151515151515,380.3817772691556,-0.5599908928388686
202.85858585858585,379.6314832641866,-0.5567407254147838
204.2020202020202,378.8865528584405,-0.5520059858099557
205.54545454545456,378.14898047760664,-0.5457866723190818
206.88888888888889,377.42076054737527,-0.538082787784333
208.23232323232324,376.7038874934358,-0.5288943287951042
209.57575757575756,376.0003557414792,-0.5182213010357373
210.91919191919192,375.3121597171943,-0.5060636976850219
212.26262626262627,374.6412938462711,-0.49242152272199746
213.60606060606062,373.9897525543996,-0.4772947738729272
214.94949494949495,373.35953026726975,-0.46068345625371876
216.29292929292927,372.7526214105717,-0.44258756247472775
217.63636363636363,372.17102040999475,-0.42300709765186184
218.97979797979798,371.6167216912296,-0.40194206121668685
220.32323232323233,371.0917196799651,-0.3793924514639002
221.66666666666669,370.59800880189187,-0.3553582712356729
223.010101010101,370.1375834826998,-0.32983951484766294
224.35353535353534,369.71243814807826,-0.30283618514204136
225.6969696969697,369.32456722371705,-0.2743482838241107
227.04040404040404,368.9759651353071,-0.24437581600977865
228.3838383838384,368.66862630853745,-0.2129187674881905
229.72727272727272,368.40454516909824,-0.17997715247020096
231.07070707070707,368.1857161426792,-0.1455509629977314
232.4141414141414,368.01413365497,-0.10964019850234763
233.75757575757575,367.8917921316611,-0.07224486409995734
235.1010101010101,367.82068599844195,-0.033364959222126345
236.44444444444446,367.80280968100203,0.006999520110184676
237.78787878787878,367.8401576050326,0.04884857446540991
239.13131313131314,367.9347241962223,0.09218219929607585
240.47474747474746,368.088503880261,0.13700039630748506
241.8181818181818,368.3034910828394,0.1833031683418085
243.16161616161617,368.5816802296473,0.23109051028313843
244.50505050505052,368.9250657463739,0.28036242497364583
245.84848484848484,369.33564205870925,0.3311189118448965
247.1919191919192,369.8154035923437,0.38335997146532463
248.53535353535352,370.3663447729666,0.4370856055402328
249.87878787878788,370.990460026268,0.4922958083852791
251.22222222222223,371.68974377793813,0.5489905879585422
252.56565656565658,372.4661904536663,0.6071699391441143
253.9090909090909,373.32179447914245,0.6668338590998246
255.25252525252523,374.25855028005697,0.7279823540784491
256.5959595959596,375.2784522820998,0.7906154223746853
257.93939393939394,376.3834949109603,0.8547330617147963
259.2828282828283,377.5756725923284,0.9203352738040849
260.62626262626264,378.85697975189385,0.9874220631900243
261.969696969697,380.22941081534714,1.0559934162301943
263.3131313131313,381.6949602083778,1.1260493477038835
264.65656565656565,383.25562235667576,1.1975898524951845
266.0,384.9133916859306,1.2706149249197551
