x,y,derivada
133.0,390.95073020322,-0.16881140481928014
134.34343434343435,390.7521639749359,-0.12743151614813542
135.68686868686868,390.60666350514316,-0.08979193921732076
137.03030303030303,390.5092816503884,-0.05577705223913654
138.37373737373738,390.455226284854,-0.025271698405049392
139.7171717171717,390.4398596810138,0.001838825482991524
141.06060606060606,390.4586978902928,0.025668755370134022
142.40404040404042,390.50741012372237,0.04633186449609639
143.74747474747474,390.5818181326024,0.06394146453203575
145.0909090909091,390.6778955891559,0.07861041240175837
146.43434343434345,390.7917674671876,0.09045110118677258
147.77777777777777,390.9197094227445,0.09957546240002557
149.12121212121212,391.0581471747696,0.10609495689095638
150.46464646464648,391.2036558857644,0.11012061463588907
151.8080808080808,391.35295954244475,0.1117629710734036
153.15151515151516,391.5029303363938,0.11113210462099232
154.49494949494948,391.65058804473574,0.10833765827555908
155.83838383838383,391.79309941077327,0.10348878959121066
157.1818181818182,391.92777752466145,0.0966942047853081
158.52525252525254,392.05208120405723,0.0880621428223094
159.86868686868686,392.1636143747803,0.07770039360366354
161.21212121212122,392.2601254514723,0.06571627636731137
162.55555555555554,392.3395067182553,0.052216645372027415
163.8989898989899,392.3997937093827,0.03730790808731399
165.24242424242425,392.4391645899086,0.021095993361086585
166.5858585858586,392.45593953633374,0.003686386662593577
167.92929292929293,392.4485801172782,-0.014815907434240216
169.27272727272728,392.41568867412025,-0.03430630499678955
170.6161616161616,392.35600770167616,-0.05468074277814594
171.95959595959596,392.2684192288384,-0.07583557817270048
173.3030303030303,392.15194419924455,-0.0976676301434054
174.64646464646464,392.00574185193796,-0.12007420536974678
175.989898989899,391.8291091020153,-0.142953033446247
177.33333333333334,391.62147992129394,-0.1662023396420409
178.67676767676767,391.38242471896183,-0.1897207857837202
180.02020202020202,391.1116497222472,-0.21340751573006855
181.36363636363637,390.8089963570626,-0.23716211899227346
182.7070707070707,390.47444062867226,-0.26088463982887333
184.05050505050505,390.108092502348,-0.2844756147624139
185.39393939393938,389.7101952840278,-0.30783600664108235
186.73737373737373,389.2811250009722,-0.3308672501134424
188.08080808080808,388.82138978242097,-0.35347124367035576
189.42424242424244,388.3316292402585,-0.37555035760306055
190.76767676767676,387.81261384965933,-0.39700742604509287
192.11111111111111,387.2652443297561,-0.41774569126573624
193.45454545454544,386.69055102430116,-0.4376689241780696
194.7979797979798,386.0896932823116,-0.45668132429455
196.14141414141415,385.46395883873356,-0.47468755838053767
197.4848484848485,384.81476319510307,-0.4915927593174274
198.82828282828282,384.143649000202,-0.5073024885859923
200.17171717171718,383.45228543071767,-0.5217228226683801
201.5151515151515,382.7424675718937,-0.5347602518668282
202.85858585858585,382.0161157981968,-0.5463217451051605
204.2020202020202,381.2752751539747,-0.5563147601606033
205.54545454545456,380.52211473410125,-0.564647165219867
206.88888888888889,379.7589270646531,-0.5712273093649856
208.23232323232324,378.9881274835566,-0.5759640214364481
209.57575757575756,378.2122535212443,-0.5787665782008844
210.91919191919192,377.4339642813218,-0.579544689571776
212.26262626262627,376.6560398212166,-0.5782085975170048
213.60606060606062,375.88138053284297,-0.5746689157604123
214.94949494949495,375.1130065232587,-0.5688367787115567
216.29292929292927,374.35405699530907,-0.5606237721167417
217.63636363636363,373.6077896283168,-0.5499419569332531
218.97979797979798,372.87757995870516,-0.5367037942960451
220.32323232323233,372.1669207606776,-0.5208222626151837
221.66666666666669,371.47942142687407,-0.5022108109642431
223.010101010101,370.8188073490162,-0.48078329541567655
224.35353535353534,370.18891929857864,-0.45645406999028637
225.6969696969697,369.5937128074429,-0.42913792185572674
227.04040404040404,369.0372575485501,-0.39875017478152586
228.3838383838384,368.52373671657006,-0.36520651292448747
229.72727272727272,368.0574464085428,-0.3284231274847116
231.07070707070707,367.64279500456155,-0.28831668714701664
232.4141414141414,367.2843025484058,-0.24480430511175655
233.75757575757575,366.9866001282064,-0.19780353341047885
235.1010101010101,366.75442925711627,-0.1472324311180273
236.44444444444446,366.5926412539561,-0.09300948704549228
237.78787878787878,366.5061966238709,-0.03505362769828935
239.13131313131314,366.50016443899085,0.026715663352661068
240.47474747474746,366.5797217191025,0.09237857966581942
241.8181818181818,366.750152812283,0.16201473954424728
243.16161616161617,367.01684877556977,0.23570334178657504
244.50505050505052,367.385306755632,0.3135231361284241
245.84848484848484,367.86112936940026,0.3955524039156444
247.1919191919192,368.45002408474807,0.4818689831154188
248.53535353535352,369.1578026011423,0.5725501853248716
249.87878787878788,369.9903802303015,0.667672945837694
251.22222222222223,370.9537752768415,0.7673136269659153
252.56565656565658,372.0541084189533,0.871548260192867
253.9090909090909,373.29760208906555,0.9804523563161638
255.25252525252523,374.6905798544717,1.0941009736598062
256.5959595959596,376.2394657980042,1.212568664641367
257.93939393939394,377.9507838987108,1.33592958150075
259.2828282828283,379.8311574124891,1.4642573705714312
260.62626262626264,381.88730825273524,1.5976253030203225
261.969696969697,384.12605637105685,1.7361060383791482
263.3131313131313,386.5543191378547,1.8797718780660944
264.65656565656565,389.1791107230313,2.0286947096792574
266.0,392.00754147664634,2.1829458171396254
